molrepo_name,src_id,smiles,inchikey,inchi
repohub,2-oleoylglycerol,CCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)CO,UPWGQKDVAURUGE-KTKRTIGZSA-N,UPWGQKDVAURUGE-KTKRTIGZSA-N
repohub,2-oxoglutaric-acid,OC(=O)CCC(=O)C(O)=O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,KPGXRSRHYNQIFN-UHFFFAOYSA-N
repohub,2-oxopropanoate,OC(=C)C(O)=O,FEWFXBUNENSNBQ-UHFFFAOYSA-N,FEWFXBUNENSNBQ-UHFFFAOYSA-N
repohub,2-phenylmelatonin,COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1,OFCLARYYBGKCHN-UHFFFAOYSA-N,OFCLARYYBGKCHN-UHFFFAOYSA-N
repohub,2-PMDQ,"O=C1Nc2ccccc2C2=N[C@@H](CN3CCN(CC3)c3ccccc3)CN12 |&1:11,r,t:10|",ONSOQRPYFKDOEB-INIZCTEOSA-N,ONSOQRPYFKDOEB-INIZCTEOSA-N
repohub,2-pyridylethylamine,NCCc1ccccn1,XPQIPUZPSLAZDV-UHFFFAOYSA-N,XPQIPUZPSLAZDV-UHFFFAOYSA-N
repohub,2-TEDC,Oc1ccc(\C=C(/C#N)C(=O)OCCc2cccs2)cc1O,KCGLTUBCAGZLHP-XYOKQWHBSA-N,KCGLTUBCAGZLHP-XYOKQWHBSA-N
repohub,2-thiouracil,O=c1cc[nH]c(=S)[nH]1,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,ZEMGGZBWXRYJHK-UHFFFAOYSA-N
repohub,"2,3-cis/exo-camphanediol",CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)[C@@H]2O,AYEOSGBMQHXVER-DQUBFYRCSA-N,AYEOSGBMQHXVER-DQUBFYRCSA-N
repohub,"2,3-cis/exo-pinanediol",CC1(C)C2CC1[C@](C)(O)[C@H](O)C2,MOILFCKRQFQVFS-VUMZSGCYSA-N,MOILFCKRQFQVFS-VUMZSGCYSA-N
repohub,"2,3-DCPE",OCCNCCCOc1cccc(Cl)c1Cl,QVEIRCZEBQRCTR-UHFFFAOYSA-N,QVEIRCZEBQRCTR-UHFFFAOYSA-N
repohub,"2,4-dinitrochlorobenzene",[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,VYZAHLCBVHPDDF-UHFFFAOYSA-N,VYZAHLCBVHPDDF-UHFFFAOYSA-N
repohub,"2,4-dinitrophenol",Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,UFBJCMHMOXMLKC-UHFFFAOYSA-N
repohub,"2,5-furandimethanol",OCc1ccc(CO)o1,DSLRVRBSNLHVBH-UHFFFAOYSA-N,DSLRVRBSNLHVBH-UHFFFAOYSA-N
repohub,"2,6-dimethylpiperidine","C[C@H]1CCC[C@@H](C)N1 |&1:1,&2:5,r|",SDGKUVSVPIIUCF-KNVOCYPGSA-N,SDGKUVSVPIIUCF-KNVOCYPGSA-N
repohub,2'-C-methylguanosine,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c1[nH]c(N)nc2=O,NVKAMPJSWMHVDK-GITKWUPZSA-N,NVKAMPJSWMHVDK-GITKWUPZSA-N
repohub,2'-MeCCPA,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc12,MMPAUXMIDJWGFO-ROMFRFKVSA-N,MMPAUXMIDJWGFO-ROMFRFKVSA-N
repohub,20-HETE,OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,NNDIXBJHNLFJJP-DTLRTWKJSA-N,NNDIXBJHNLFJJP-DTLRTWKJSA-N
repohub,20-hydroxyecdysone,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C |t:16|,NKDFYOWSKOHCCO-HMIIXLFTSA-N,NKDFYOWSKOHCCO-HMIIXLFTSA-N
repohub,3-(4-methylbenzylidene)camphor,"Cc1ccc(\C=C2\[C@H]3CC[C@@](C)(C2=O)C3(C)C)cc1 |&1:7,&2:10,r|",HEOCBCNFKCOKBX-LBONJMQPSA-N,HEOCBCNFKCOKBX-LBONJMQPSA-N
repohub,3-alpha-bis-(4-fluorophenyl)-methoxytropane,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccc(F)cc1)c1ccc(F)cc1 |&1:2,5,7|",MHNSOBBJZCWUGS-PMOLBWCYSA-N,MHNSOBBJZCWUGS-PMOLBWCYSA-N
repohub,3-alpha-hydroxy-5-beta-androstan-17-one,"C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O |a:1,5,8,10,14,16,&1:4|",QGXBDMJGAMFCBF-BNSUEQOYSA-N,QGXBDMJGAMFCBF-BNSUEQOYSA-N
repohub,3-amino-benzamide,NC(=O)c1cccc(N)c1,GSCPDZHWVNUUFI-UHFFFAOYSA-N,GSCPDZHWVNUUFI-UHFFFAOYSA-N
repohub,3-anilinopropan-1-ol,OCCCNc1ccccc1,GZYBSURBYCLNSM-UHFFFAOYSA-N,GZYBSURBYCLNSM-UHFFFAOYSA-N
repohub,3-AQC,C=CCN1CCN(CC1)c1nc2ccccc2nc1C#N,IDOXKFDPDOIUMG-UHFFFAOYSA-N,IDOXKFDPDOIUMG-UHFFFAOYSA-N
repohub,3-bromo-7-nitroindazole,[O-][N+](=O)c1cccc2c(Br)[nH]nc12,NFSTZPMYAZRZPC-UHFFFAOYSA-N,NFSTZPMYAZRZPC-UHFFFAOYSA-N
repohub,3-bromocamphor,"[H][C@]1(Br)[C@@H]2CC[C@@](C)(C1=O)C2(C)C |&1:1,3,6|",NJQADTYRAYFBJN-BYULHYEWSA-N,NJQADTYRAYFBJN-BYULHYEWSA-N
repohub,3-bromopyruvate,OC(=O)C(O)=CBr,CHNJCELMWMIDSC-UHFFFAOYSA-N,CHNJCELMWMIDSC-UHFFFAOYSA-N
repohub,3-carboxy-4-hydroxyphenylglycine-(R),N[C@@H](C(O)=O)c1ccc(O)c(c1)C(O)=O,CHZBCZTXSTWCIG-SSDOTTSWSA-N,CHZBCZTXSTWCIG-SSDOTTSWSA-N
repohub,3-carboxy-4-hydroxyphenylglycine-(S),N[C@H](C(O)=O)c1ccc(O)c(c1)C(O)=O,CHZBCZTXSTWCIG-ZETCQYMHSA-N,CHZBCZTXSTWCIG-ZETCQYMHSA-N
repohub,3-CPMT,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)O[C@H](c1ccccc1)c1ccc(Cl)cc1 |&1:2,5,7,&2:10,r,THB:0:1:3.4:6.7.8|",OCAXFDULERPAJM-IVAOSVALSA-N,OCAXFDULERPAJM-IVAOSVALSA-N
repohub,3-deazaadenosine,"Nc1nccc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O |a:10,12,&1:15,&2:17|",DBZQFUNLCALWDY-GPUHXXMPSA-N,DBZQFUNLCALWDY-GPUHXXMPSA-N
repohub,3-deazaneplanocin-A,Nc1nccc2n(cnc12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O |t:13|,OMKHWTRUYNAGFG-IEBDPFPHSA-N,OMKHWTRUYNAGFG-IEBDPFPHSA-N
repohub,3-deazauridine,"OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)n1ccc(O)cc1=O |&1:2,&2:4,&3:5,&4:7,r|",CBOKZNLSFMZJJA-PRQTWWFRSA-N,CBOKZNLSFMZJJA-PRQTWWFRSA-N
repohub,3-hydroxy-3-phenylpentanamide,"CC[C@@](O)(CC(N)=O)c1ccccc1 |&1:2,r|",MOHYRCCDARWQRM-LLVKDONJSA-N,MOHYRCCDARWQRM-LLVKDONJSA-N
repohub,3-indolebutyric-acid,OC(=O)CCCc1c[nH]c2ccccc12,JTEDVYBZBROSJT-UHFFFAOYSA-N,JTEDVYBZBROSJT-UHFFFAOYSA-N
repohub,3-MATIDA,"Cc1cc(sc1[C@@H](N)C(O)=O)C(O)=O |&1:6,r|",KOMWRBFEDDEWEP-RXMQYKEDSA-N,KOMWRBFEDDEWEP-RXMQYKEDSA-N
repohub,3-methyl-GABA,C[C@@H](CN)CC(O)=O |&1:1|,CZGLBWZXGIAIBU-SCSAIBSYSA-N,CZGLBWZXGIAIBU-SCSAIBSYSA-N
repohub,3-methyladenine,Cn1cnc(=N)c2[nH]cnc12,ZPBYVFQJHWLTFB-UHFFFAOYSA-N,ZPBYVFQJHWLTFB-UHFFFAOYSA-N
repohub,3-MPPI,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c4ccccc4[nH]c3c2=O)CC1,AQASGOHUMGAWJJ-UHFFFAOYSA-N,AQASGOHUMGAWJJ-UHFFFAOYSA-N
repohub,"3,3'-dichlorobenzaldazine",Clc1cccc(\C=N\N=C\c2cccc(Cl)c2)c1,XMOVWXSCYLINBJ-BEQMOXJMSA-N,XMOVWXSCYLINBJ-BEQMOXJMSA-N
repohub,"3,3'-diindolylmethane",C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,VFTRKSBEFQDZKX-UHFFFAOYSA-N,VFTRKSBEFQDZKX-UHFFFAOYSA-N
repohub,"3,4-DCPG-(+/-)","N[C@@H](C(O)=O)c1ccc(C(O)=O)c(c1)C(O)=O |&1:1,r|",IJVMOGKBEVRBPP-SSDOTTSWSA-N,IJVMOGKBEVRBPP-SSDOTTSWSA-N
repohub,"3,4-DCPG-(R)",N[C@@H](C(O)=O)c1ccc(C(O)=O)c(c1)C(O)=O,IJVMOGKBEVRBPP-SSDOTTSWSA-N,IJVMOGKBEVRBPP-SSDOTTSWSA-N
repohub,"3,4-DCPG-(S)",N[C@H](C(O)=O)c1ccc(C(O)=O)c(c1)C(O)=O,IJVMOGKBEVRBPP-ZETCQYMHSA-N,IJVMOGKBEVRBPP-ZETCQYMHSA-N
repohub,"3,4-methylenedioxy-beta-nitrostyrene",[O-][N+](=O)\C=C\c1ccc2OCOc2c1,KFLWBZPSJQPRDD-ONEGZZNKSA-N,KFLWBZPSJQPRDD-ONEGZZNKSA-N
repohub,"3,5-DHPG-(S)",N[C@H](C(O)=O)c1cc(O)cc(O)c1,HOOWCUZPEFNHDT-ZETCQYMHSA-N,HOOWCUZPEFNHDT-ZETCQYMHSA-N
repohub,3'-fluorobenzylspiperone,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1,DXZKTRNEOISOCA-UHFFFAOYSA-N,DXZKTRNEOISOCA-UHFFFAOYSA-N
repohub,3PO,O=C(\C=C\c1cccnc1)c1ccncc1,UOWGYMNWMDNSTL-ONEGZZNKSA-N,UOWGYMNWMDNSTL-ONEGZZNKSA-N
repohub,4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine,Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1,FTJXZACAQRDRNT-UHFFFAOYSA-N,FTJXZACAQRDRNT-UHFFFAOYSA-N
repohub,4-(aminomethyl)benzoic-acid,NCc1ccc(cc1)C(O)=O,QCTBMLYLENLHLA-UHFFFAOYSA-N,QCTBMLYLENLHLA-UHFFFAOYSA-N
repohub,"4-acetyl-1,1-dimethylpiperazinium",CC(=O)N1CC[N+](C)(C)CC1,MSBLMBWXUVQCDY-UHFFFAOYSA-N,MSBLMBWXUVQCDY-UHFFFAOYSA-N
repohub,4-aminohippuric-acid,Nc1ccc(cc1)C(=O)NCC(O)=O,HSMNQINEKMPTIC-UHFFFAOYSA-N,HSMNQINEKMPTIC-UHFFFAOYSA-N
repohub,4-carboxy-3-hydroxyphenylglycine-(RS),"N[C@@H](C(O)=O)c1ccc(C(O)=O)c(O)c1 |&1:1,r|",GXZSAQLJWLCLOX-SSDOTTSWSA-N,GXZSAQLJWLCLOX-SSDOTTSWSA-N
repohub,4-carboxy-3-hydroxyphenylglycine-(S),N[C@H](C(O)=O)c1ccc(C(O)=O)c(O)c1,GXZSAQLJWLCLOX-ZETCQYMHSA-N,GXZSAQLJWLCLOX-ZETCQYMHSA-N
repohub,4-chlorophenylguanidine,NC(=N)Nc1ccc(Cl)cc1,ZSJNJAJDBNFVCA-UHFFFAOYSA-N,ZSJNJAJDBNFVCA-UHFFFAOYSA-N
