Uniprot,GeneName
P43652,ALBA
Q86SQ4,ADGRG6
Q86SQ4,DREG
Q86SQ4,GPR126
Q86SQ4,VIGR
P12236,SLC25A6
P12236,ANT3
P12236,CDABP0051
O14672,ADAM10
O14672,KUZ
O14672,MADM
P18085,ARF4
P18085,ARF2
Q9NX46,ADPRS
Q9NX46,ADPRHL2
Q9NX46,ARH3
Q5CZ79,ANKRD20A8P
Q5CZ79,ANKRD20B
P53677,AP3M2
Q9NVT9,ARMC1
Q9NVT9,ARCP
Q8WWX0,ASB5
O14525,ASTN1
O14525,ASTN
O14525,KIAA0289
Q96CB5,C8orf44
Q9Y5K6,CD2AP
P24863,CCNC
O95388,CCN4
O95388,WISP1
Q9BU64,CENPO
Q9BU64,ICEN36
Q9BU64,MCM21R
Q70JA7,CHSY3
Q70JA7,CHSY2
Q70JA7,CSS3
P16619,CCL3L1
P16619,D17S1718
P16619,G0S19-2
P16619,SCYA3L1;
P16619,CCL3L3
Q8IWV2,CNTN4
P78357,CNTNAP1
P78357,CASPR
P78357,NRXN4
Q6UXF7,CLEC18B
Q6UXF7,MRLP1
Q6UXF7,UNQ306/PRO347
Q14055,COL9A2
Q3B7I2,CNPY1
P02458,COL2A1
Q9H7T3,C10orf95
Q86X95,CIR1
Q86X95,CIR
Q6IBW4,NCAPH2
Q6IBW4,CAPH2
P12107,COL11A1
P12107,COLL6
O76071,CIAO1
O76071,CIA1
O76071,WDR39
Q8IYS4,C16orf71
Q14CZ0,C16orf72
A6NNT2,C16orf96
Q86YB7,ECHDC2
Q6P2I7,EBLN2
Q6P2I7,GK006
P38432,COIL
P38432,CLN80
A6NIL9,CRYM-AS1
A6NIL9,NCRNA00169
P53673,CRYBA4
Q9P299,COPZ2
P39060,COL18A1
O14548,COX7A2L
O14548,COX7AR
O14548,COX7RP
O60397,COX7A2P2
O60397,COX7A3
O60397,COX7AL2
O60397,COX7AP2
Q7L5N1,COPS6
Q7L5N1,CSN6
Q7L5N1,HVIP
Q7Z4L0,COX8C
P43320,CRYBB2
P43320,CRYB2
P43320,CRYB2A
Q9Y2Z9,COQ6
Q9Y2Z9,CGI-10
Q96BJ8,ELMO3
Q9NUV9,GIMAP4
Q9NUV9,IAN1
Q9NUV9,IMAP4
Q9NUV9,MSTP062
Q6P9H5,GIMAP6
Q6P9H5,IAN2
Q6P9H5,IAN6
P16520,GNB3
P07093,SERPINE2
P07093,PI7
P07093,PN1
Q9BVP2,GNL3
Q9BVP2,E2IG3
Q9BVP2,NS
Q8IWJ2,GCC2
Q8IWJ2,KIAA0336
Q8IWJ2,RANBP2L4
Q99928,GABRG3
O95166,GABARAP
O95166,FLC3B
O95166,HT004
O43292,GPAA1
O43292,GAA1
Q08378,GOLGA3
O14775,GNB5
Q96CH1,GPR146
Q96CH1,PGR8
Q8TDV2,GPR148
Q8TDV2,BTR
Q8TDV2,PGR6
Q8NCW6,GALNT11
Q9H3H5,DPAGT1
Q9H3H5,DPAGT2
Q9Y5P6,GMPPB
P49019,HCAR3
P49019,GPR109B
P49019,HCA3
P49019,HM74B
P49019,NIACR2
P78417,GSTO1
P78417,GSTTLP28
Q8WW33,GTSF1
Q8WW33,FAM112B
P43250,GRK6
P43250,GPRK6
Q9H116,GZF1
Q9H116,ZBTB23
Q9H116,ZNF336
Q6PII5,HAGHL
O43593,HR
A0A2R8Y619,H2BE1
Q969S8,HDAC10
Q16778,H2BC21
Q16778,H2BFQ
Q16778,HIST2H2BE
Q96MH2,HEXIM2
Q96MH2,L3
P17066,HSPA6
P17066,HSP70B'
P01574,IFNB1
P01574,IFB
P01574,IFNB
O00458,IFRD1
Q6UW32,IGFL1
Q6UW32,UNQ644/PRO1274
P20809,IL11
P20839,IMPDH1
P20839,IMPD1
Q96N16,JAKMIP1
Q96N16,GABABRBP
Q96N16,JAMIP1
Q96N16,MARLIN1
P08727,KRT19
Q6A162,KRT40
Q6A162,KA36
P58062,SPINK7
P58062,ECG2
P58062,UNQ745/PRO1474
P17301,ITGA2
P17301,CD49B
Q6P9B9,INTS5
Q6P9B9,KIAA1698
Q14653,IRF3
P48551,IFNAR2
P48551,IFNABR
P48551,IFNARB
Q02556,IRF8
Q02556,ICSBP1
Q27J81,INF2
Q27J81,C14orf151
Q27J81,C14orf173
Q15051,IQCB1
Q15051,KIAA0036
Q15051,NPHP5
Q15051,OK/SW-cl.85
P48048,KCNJ1
P48048,ROMK1
Q99612,KLF6
Q99612,BCD1
Q99612,COPEB
Q99612,CPBP
Q99612,ST12
O00139,KIF2A
O00139,KIF2
O00139,KNS2
P49674,CSNK1E
Q17RG1,KCTD19
Q13351,KLF1
Q13351,EKLF
Q8NAX2,KDF1
Q8NAX2,C1orf172
Q6ZWB6,KCTD8
Q14678,KANK1
Q14678,ANKRD15
Q14678,KANK
Q14678,KIAA0172
Q969E1,LEAP2
Q14558,PRPSAP1
Q02928,CYP4A11
Q02928,CYP4A2
Q5TAT6,COL13A1
P06850,CRH
P22680,CYP7A1
P22680,CYP7
Q9Y2W7,KCNIP3
Q9Y2W7,CSEN
Q9Y2W7,DREAM
Q9Y2W7,KCHIP3
P0DMV2,CT45A9
Q6XXX2,LINC00114
Q6XXX2,C21orf24
Q6XXX2,NCRNA00114
P59036,LINC00310
P59036,C21orf82
P59036,NCRNA00310
Q8NCS7,SLC44A5
Q8NCS7,CTL5
P58505,C21orf58
P80162,CXCL6
P80162,GCP2
P80162,SCYB6
Q8IX95,CTAGE3P
Q8IX95,CTAGE3
Q8TB33,LINC01560
Q8TB33,CXorf24
Q9H4D0,CLSTN2
Q9H4D0,CS2
Q9H1C7,CYSTM1
Q9H1C7,C5orf32
Q9H1C7,ORF1-FL49
Q6ZUT9,DENND5B
Q5VWQ8,DAB2IP
Q5VWQ8,AF9Q34
Q5VWQ8,AIP1
Q5VWQ8,KIAA1743
O75935,DCTN3
O75935,DCTN22
Q9Y4D1,DAAM1
Q9Y4D1,KIAA0666
Q3SXM0,DCAF4L1
Q3SXM0,WDR21B
Q13409,DYNC1I2
Q13409,DNCI2
Q13409,DNCIC2
Q9C098,DCLK3
Q9C098,DCAMKL3
Q9C098,DCDC3C
Q9C098,KIAA1765
Q8WVC6,DCAKD
Q96PH6,DEFB118
Q96PH6,C20orf63
Q96PH6,DEFB18
Q96PH6,ESC42
A6NHG4,DDTL
Q8N687,DEFB125
Q8N687,DEFB25
Q9H2U1,DHX36
Q9H2U1,DDX36
Q9H2U1,KIAA1488
Q9H2U1,MLEL1
Q9H2U1,RHAU
Q96SC8,DMRTA2
Q96SC8,DMRT5
Q8NFT8,DNER
Q8NFT8,BET
Q8NFT8,UNQ262/PRO299
Q8N7S2,DNAJC5G
Q6XZF7,DNMBP
Q6XZF7,ARHGEF36
Q6XZF7,KIAA1010
Q6XZF7,TUBA
Q99543,DNAJC2
Q99543,MPHOSPH11
Q99543,MPP11
Q99543,ZRF1
Q14185,DOCK1
Q14129,DGCR6
Q8N2C3,DEPDC4
Q8IZD9,DOCK3
Q8IZD9,KIAA0299
Q8IZD9,MOCA
Q8IXB1,DNAJC10
Q8IXB1,ERDJ5
Q8IXB1,UNQ495/PRO1012
Q9P2X0,DPM3
P14138,EDN3
P24530,EDNRB
P24530,ETRB
Q9NYC9,DNAH9
Q9NYC9,DNAH17L
Q9NYC9,DNEL1
Q9NYC9,KIAA0357
P12724,RNASE3
P12724,ECP
P12724,RNS3
Q8TE73,DNAH5
Q8TE73,DNAHC5
Q8TE73,HL1
Q8TE73,KIAA1603
Q6RFH8,DUX4L9
Q6RFH8,DUX4C
Q6B8I1,DUSP13
Q6B8I1,BEDP
Q6B8I1,DUSP13A
Q6B8I1,MDSP
Q8N7M0,DYNLT5
Q8N7M0,TCTEX1D1
P06746,POLB
O00418,EEF2K
O75417,POLQ
O75417,POLH
P61567,ERVK-7
P41970,ELK3
P41970,NET
P41970,SAP2
Q99613,EIF3C
Q99613,EIF3S8
P54753,EPHB3
P54753,ETK2
P54753,HEK2
P54753,TYRO6
P18146,EGR1
P18146,KROX24
P18146,ZNF225
Q9Y3B6,EMC9
Q9Y3B6,C14orf122
Q9Y3B6,FAM158A
Q9Y3B6,CGI-112
Q9Y262,EIF3L
Q9Y262,EIF3EIP
Q9Y262,EIF3S6IP
Q9Y262,HSPC021
Q9Y262,HSPC025
Q9Y262,MSTP005
Q9H6T0,ESRP2
Q9H6T0,RBM35B
Q9H6T0,PP7059
Q6ZMW3,EML6
Q6ZMW3,EML5L
Q96C19,EFHD2
Q96C19,SWS1
Q9UJM3,ERRFI1
Q9UJM3,MIG6
Q9H501,ESF1
Q9H501,ABTAP
Q9H501,C20orf6
Q9H501,HDCMC28P
P0C7V4,FAM90A15P
P0C7V4,FAM90A15
O43414,ERI3
O43414,PINT1
O43414,PRNPIP
O43414,PRNPIP1
Q5W0A0,ERICH6B
Q5W0A0,FAM194B
Q9NV70,EXOC1
Q9NV70,SEC3
Q9NV70,SEC3L1
Q9NV70,BM-012
Q9BX63,BRIP1
Q9BX63,BACH1
Q9BX63,FANCJ
O60645,EXOC3
O60645,SEC6
O60645,SEC6L1
Q86X53,ERICH1
Q86X53,HSPC319
A6NC97,FAM172BP
A6NC97,FAM172B
Q70Z53,FRA10AC1
Q70Z53,C10orf4
Q70Z53,PRO2972
Q5T8I3,FAM102B
Q6P0A1,FAM180B
Q8WW52,FAM151A
Q8WW52,C1orf179
Q8WW52,UNQ3034/PRO9836
Q96PV7,FAM193B
Q96PV7,IRIZIO
Q96PV7,KIAA1931
P0C2L3,FAM163B
P0C2L3,C9orf166
A0A1B0GUQ0,FAM236A
Q4G148,GXYLT1
Q4G148,GLT8D3
P06734,FCER2
P06734,CD23A
P06734,CLEC4J
P06734,FCE2
P06734,IGEBF
O00602,FCN1
O00602,FCNM
P31513,FMO3
Q5T1H1,EYS
Q5T1H1,C6orf178
Q5T1H1,C6orf179
Q5T1H1,C6orf180
Q5T1H1,EGFL10
Q5T1H1,EGFL11
Q5T1H1,SPAM
Q5T1H1,UNQ9424/PRO34591
Q9UGQ2,CACFD1
Q9UGQ2,C9orf7
Q9UGQ2,PSEC0107
Q9UGQ2,PSEC0248
Q9UGQ2,UNQ3071/PRO9903
P02765,AHSG
P02765,FETUA
P02765,PRO2743
O14843,FFAR3
O14843,GPR41
O14842,FFAR1
O14842,GPR40
Q53RD9,FBLN7
Q53RD9,TM14
Q6PIW4,FIGNL1
O75879,GATB
O75879,PET112
O75879,PET112L
O75879,HSPC199
Q99999,GAL3ST1
Q99999,CST
Q5VV16,FOXD4L5
A8MYZ6,FOXO6
Q8NGA4,GPR32P1
Q10472,GALNT1
Q96JP0,FEM1C
Q96JP0,KIAA1785
Q8TET4,GANC
P53539,FOSB
P53539,G0S3
P30047,GCHFR
P30047,GFRP
P62873,GNB1
Q92616,GCN1
Q92616,GCN1L1
Q92616,KIAA0219
Q02153,GUCY1B1
Q02153,GUC1B3
Q02153,GUCSB3
Q02153,GUCY1B3
O14610,GNGT2
O14610,GNG8
O14610,GNG9
O14610,GNGT8
P19087,GNAT2
P19087,GNATC
A6NC78,GOLGA8IP
A6NC78,GOLGA8I
A6NC78,GOLGA9P
P56915,GSC
Q9H1H1,GTSF1L
Q9H1H1,C20orf65
Q9H1H1,FAM112A
Q86UQ5,GTSCR1
P16402,H1-3
P16402,H1F3
P16402,HIST1H1D
Q9H0R4,HDHD2
Q9UJ83,HACL1
Q9UJ83,HPCL
Q9UJ83,HPCL2
Q9UJ83,PHYH2
Q9UJ83,HSPC279
P09105,HBQ1
Q9C0E4,GRIP2
Q9C0E4,KIAA1719
Q15486,GUSBP1
Q15486,SMA3
P61296,HAND2
P61296,BHLHA26
P61296,DHAND
Q8WYB5,KAT6B
Q8WYB5,KIAA0383
Q8WYB5,MORF
Q8WYB5,MOZ2
Q8WYB5,MYST4
Q7Z4H7,HAUS6
Q7Z4H7,DGT6
Q7Z4H7,FAM29A
Q7Z4H7,KIAA1574
Q30201,HFE
Q30201,HLAH
P49773,HINT1
P49773,HINT
P49773,PKCI1
P49773,PRKCNH1
O94927,HAUS5
O94927,KIAA0841
Q86Z02,HIPK1
Q86Z02,KIAA0630
Q86Z02,MYAK
Q86Z02,NBAK2
P14652,HOXB2
P14652,HOX2H
Q0VDF9,HSPA14
Q0VDF9,HSP60
Q0VDF9,HSP70L1
Q8IVU1,IGDCC3
Q8IVU1,PUNC
Q9UIJ7,AK3
Q9UIJ7,AK3L1
Q9UIJ7,AK6
Q9UIJ7,AKL3L
Q96CB8,INTS12
Q96CB8,PHF22
Q96CB8,SBBI22
Q5VZ72,IZUMO3
Q5VZ72,C9orf134
P26010,ITGB7
Q9UJP4,KLHL21
Q9UJP4,KIAA0469
Q9NP60,IL1RAPL2
Q9NP60,IL1R9
Q2M1P5,KIF7
Q2M1P5,UNQ340/PRO539
O76015,KRT38
O76015,HHA8
O76015,HKA8
O76015,KRTHA8
Q9NSB2,KRT84
Q9NSB2,KRTHB4
Q9NR82,KCNQ5
P60331,KRTAP10-1
P60331,KAP10.1
P60331,KAP18-1
P60331,KRTAP10.1
P60331,KRTAP18-1
P60331,KRTAP18.1
Q3LI60,KRTAP20-3
Q3LI60,KAP20.3
O76014,KRT37
O76014,HHA7
O76014,HKA7
O76014,KRTHA7
Q96G42,KLHDC7B
A0A075B6H8,IGKV1D-42
A0A087WW87,IGKV2-40
A0A0C4DH55,IGKV3D-7
Q8IY47,KBTBD2
Q8IY47,BKLHD1
Q8IY47,KIAA1489
Q8IY47,CGI-73
Q96PE2,ARHGEF17
Q96PE2,KIAA0337
Q96PE2,TEM4
Q9NZ32,ACTR10
Q9NZ32,ACTR11
Q9NZ32,ARP11
P18848,ATF4
P18848,CREB2
P18848,TXREB
P59826,BPIFB3
P59826,C20orf185
P59826,LPLUNC3
Q8N3I7,BBS5
Q9H6U6,BCAS3
Q9NXR7,BABAM2
Q9NXR7,BRCC45
Q9NXR7,BRE
Q5VTR2,RNF20
Q5VTR2,BRE1A
Q6PGQ7,BORA
Q6PGQ7,C13orf34
P54687,BCAT1
P54687,BCT1
P54687,ECA39
Q9HA72,CALHM2
Q9HA72,FAM26B
A8MX76,CAPN14
Q9NRR3,CDC42SE2
Q9NRR3,SPEC2
Q86VP6,CAND1
Q86VP6,KIAA0829
Q86VP6,TIP120
Q86VP6,TIP120A
Q6ZMU1,C3P1
Q8NAE3,LINC01555
Q8NAE3,C1orf180
Q9BXJ0,C1QTNF5
Q9BXJ0,CTRP5
Q9BXJ0,UNQ303/PRO344
Q8IZS8,CACNA2D3
Q9HBT6,CDH20
Q9HBT6,CDH7L3
Q14444,CAPRIN1
Q14444,GPIAP1
Q14444,GPIP137
Q14444,M11S1
Q14444,RNG105
Q07021,C1QBP
Q07021,GC1QBP
Q07021,HABP1
Q07021,SF2P32
Q4VC31,CCDC58
Q9NS85,CA10
Q9NS85,hucep-15
Q9NS85,UNQ533/PRO1076
O75976,CPD
D6REC4,CFAP99
O00257,CBX4
P05156,CFI
P05156,IF
Q5ZPR3,CD276
Q5ZPR3,B7H3
Q5ZPR3,PSEC0249
Q5ZPR3,UNQ309/PRO352
B1AMM8,LINC00587
B1AMM8,C9orf107
Q96ST8,CEP89
Q96ST8,CCDC123
P09564,CD7
Q96NF6,C8orf49
Q8IV13,CCNJL
Q8N6Q3,CD177
Q8N6Q3,NB1
Q8N6Q3,PRV1
Q8N6Q3,UNQ595/PRO1181
Q96BR5,COA7
Q96BR5,C1orf163
Q96BR5,RESA1
Q96BR5,SELRC1
Q8N137,CNTROB
Q8N137,LIP8
Q8N137,PP1221
Q9BZ76,CNTNAP3
Q9BZ76,CASPR3
Q9BZ76,KIAA1714
Q9UIV1,CNOT7
Q9UIV1,CAF1
Q96A22,C11orf52
Q86VU5,COMTD1
Q86VU5,UNQ766/PRO1558
Q15846,CLUL1
P21554,CNR1
P21554,CNR
Q5K130,CLLU1-AS1
Q5K130,CLLU1OS
Q0P5P2,C17orf67
A8MU93,C17orf100
P07315,CRYGC
P07315,CRYG3
Q96D53,COQ8B
Q96D53,ADCK4
O43812,DUX1
Q9H4M9,EHD1
Q9H4M9,PAST
Q9H4M9,PAST1
Q9H4M9,CDABP0131
P20827,EFNA1
P20827,EPLG1
P20827,LERK1
P20827,TNFAIP4
Q1W209,ESRG
Q1W209,HESRG
Q6NT32,CES5A
Q6NT32,CES7
Q8NCA5,FAM98A
O00748,CES2
O00748,ICE
A8MWA6,FAM90A22P
A8MWA6,FAM90A22
Q6NZ36,FAAP20
Q6NZ36,C1orf86
Q6NZ36,FP7162
A6NL05,FAM74A7
P41161,ETV5
P41161,ERM
Q9Y282,ERGIC3
Q9Y282,C20orf47
Q9Y282,ERV46
Q9Y282,SDBCAG84
Q9Y282,CGI-54
Q9Y282,PRO0989
Q96LP2,FAM81B
Q68DA7,FMN1
Q68DA7,FMN
Q68DA7,LD
Q8TES7,FBF1
Q8TES7,ALB
Q8TES7,KIAA1863
Q9UK73,FEM1B
Q9UK73,F1AA
Q9UK73,KIAA0396
Q9UKT4,FBXO5
Q9UKT4,EMI1
Q9UKT4,FBX5
P11413,G6PD
Q2WGJ9,FER1L6
Q2WGJ9,C8orfK23
Q8N3F9,GPR137C
Q8N3F9,TM7SF1L2
Q6PJQ5,FOXR2
Q6PJQ5,FOXN6
Q6Y7W6,GIGYF2
Q6Y7W6,KIAA0642
Q6Y7W6,PERQ2
Q6Y7W6,TNRC15
O60609,GFRA3
O60609,UNQ339/PRO538/PRO3664
O95390,GDF11
O95390,BMP11
Q99684,GFI1
Q99684,ZNF163
P63096,GNAI1
Q9HD26,GOPC
Q9HD26,CAL
Q9HD26,FIG
P46926,GNPDA1
P46926,GNPI
P46926,HLN
P46926,KIAA0060
A0A0U1RQE8,GLYATL1B
Q5T848,GPR158
Q5T848,KIAA1136
O60234,GMFG
Q13227,GPS2
P13224,GP1BB
Q13439,GOLGA4
A4D2P6,GRID2IP
Q9GZN0,GPR88
Q9GZN0,STRG
Q86UP8,GTF2IRD2
Q86UP8,GTF2IRD2A
Q15835,GRK1
Q15835,RHOK
Q8IUE6,H2AC21
Q8IUE6,HIST2H2AB
Q75WM6,H1-7
Q75WM6,H1FNT
Q75WM6,HANP1
Q5VWC8,HACD4
Q5VWC8,PTPLAD2
P31267,HOXA6
P31267,HOX1B
P01767,IGHV3-53
Q96D96,HVCN1
Q96D96,VSOP
Q96D96,UNQ578/PRO1140
P01743,IGHV1-46
P01764,IGHV3-23
Q96QI5,HS3ST6
Q96QI5,HS3ST5
Q58FG0,HSP90AA5P
Q58FG0,HSP90AE
P01824,IGHV4-39
Q9BYM8,RBCK1
Q9BYM8,C20orf18
Q9BYM8,RNF54
Q9BYM8,UBCE7IP3
Q9BYM8,XAP3
Q9BYM8,XAP4
P63241,EIF5A
P08238,HSP90AB1
P08238,HSP90B
P08238,HSPC2
P08238,HSPCB
A6NMD0,IFITM10
P52597,HNRNPF
P52597,HNRPF
O14979,HNRNPDL
O14979,HNRPDL
O14979,JKTBP
P05013,IFNA6
Q9H2S9,IKZF4
Q9H2S9,KIAA1782
Q9H2S9,ZNFN1A4
O14920,IKBKB
O14920,IKKB
Q13261,IL15RA
Q6EBC2,IL31
P0DOY2,IGLC2
A0A1B0GVH7,IQCM
Q7Z3Y7,KRT28
Q7Z3Y7,KRT25D
P78413,IRX4
P78413,IRXA3
P19013,KRT4
P19013,CYK4
O95235,KIF20A
O95235,MKLP2
O95235,RAB6KIFL
Q9NZS2,KLRF1
Q9NZS2,CLEC5C
Q9NZS2,ML
P01130,LDLR
Q8IZD2,KMT2E
Q8IZD2,MLL5
Q93100,PHKB
P06315,IGKV5-2
Q96JJ3,ELMO2
Q96JJ3,CED12A
Q96JJ3,KIAA1834
Q9UBQ5,EIF3K
Q9UBQ5,EIF3S12
Q9UBQ5,ARG134
Q9UBQ5,HSPC029
Q9UBQ5,MSTP001
Q9UBQ5,PTD001
Q05215,EGR4
P41567,EIF1
P41567,SUI1
O76042,ERC2-IT1
O76042,C1orf1
O76042,C3orf51
O94905,ERLIN2
O94905,C8orf2
O94905,SPFH2
O94905,UNQ2441/PRO5003/PRO9924
Q8NE31,FAM13C
Q8NE31,FAM13C1
Q8TC56,FAM71B
Q8TC56,HSD-51
Q8TC56,HSD51
P0C7U9,FAM87A
Q5TZK3,FAM74A4
Q5TZK3,FAM74A2;
Q5TZK3,FAM74A6
Q00597,FANCC
Q00597,FAC
Q00597,FACC
Q6ZRV2,FAM83H
O15360,FANCA
O15360,FAA
O15360,FACA
O15360,FANCH
Q8TBP5,FAM174A
Q8TBP5,NS5ATP6
Q8TBP5,TMEM157
Q8TBP5,UNQ1912/PRO4371
Q9UPT5,EXOC7
Q9UPT5,EXO70
Q9UPT5,KIAA1067
Q8N2X6,EXOC3-AS1
Q8N2X6,C5orf55
Q17R55,FAM187B
Q17R55,TMEM162
P78312,FAM193A
P78312,C4orf8
P78312,RES4-22
Q5RKV6,EXOSC6
Q5RKV6,MTR3
Q6PEV8,FAM199X
Q6PEV8,CXorf39
F5H4B4,FAM227A
Q96M60,FAM227B
Q96M60,C15orf33
A0A1B0GV22,FAM236B
P0DP71,FAM236C
Q53EP0,FNDC3B
Q53EP0,FAD104
Q53EP0,NS5ABP37
Q53EP0,UNQ2421/PRO4979/PRO34274
Q96PJ5,FCRL4
Q96PJ5,FCRH4
Q96PJ5,IFGP2
Q96PJ5,IRTA1
P28799,GRN
A5D6W6,FITM1
A5D6W6,FIT1
Q15007,WTAP
Q15007,KIAA0105
Q9UKT5,FBXO4
Q9UKT5,FBX4
Q9NVK5,FGFR1OP2
Q9NVK5,HSPC123
Q9BXU8,FTHL17
P12034,FGF5
P0C091,FREM3
P35575,G6PC
P35575,G6PT
Q9NXK8,FBXL12
Q9NXK8,FBL12
Q9BQS8,FYCO1
Q9BQS8,ZFYVE7
Q5TBA9,FRY
Q5TBA9,C13orf14
O43638,FOXS1
O43638,FKHL18
O43638,FREAC10
Q8NCL4,GALNT6
Q9HBQ8,GOLGA2P5
Q9HBQ8,GOLGA2B
Q9HBQ8,GOLGA2L1
Q9HBQ8,PP1757
Q9H3P7,ACBD3
Q9H3P7,GCP60
Q9H3P7,GOCAP1
Q9H3P7,GOLPH1
P60520,GABARAPL2
P60520,FLC3A
P60520,GEF2
Q4V328,GRIPAP1
Q4V328,KIAA1167
P0CJ92,GOLGA8H
Q9NPR9,GPR108
Q9NPR9,LUSTR2
P11488,GNAT1
P11488,GNATR
Q16538,GPR162
Q16538,GRCA
Q6NUI2,GPAT2
Q9UI32,GLS2
Q9UI32,GA
Q9P107,GMIP
P23415,GLRA1
P56199,ITGA1
Q9UPP5,KIAA1107
P51674,GPM6A
P51674,M6A
Q13387,MAPK8IP2
Q13387,IB2
Q13387,JIP2
Q13387,PRKM8IPL
Q9Y283,INVS
Q9Y283,INV
Q9Y283,NPHP2
P46091,GPR1
O15354,GPR37
Q96PQ7,KLHL5
Q16836,HADH
Q16836,HAD
Q16836,HAD1
Q16836,HADHSC
Q16836,SCHAD
Q71DI3,H3C15
Q71DI3,HIST2H3A;
Q71DI3,H3C14
Q71DI3,H3F2
Q71DI3,H3FM
Q71DI3,HIST2H3C;
Q71DI3,H3C13
Q71DI3,HIST2H3D
P28161,GSTM2
P28161,GST4
Q7RTV2,GSTA5
Q99879,H2BC14
Q99879,H2BFE
Q99879,HIST1H2BM
O60443,GSDME
O60443,DFNA5
O60443,ICERE1
Q9UBN7,HDAC6
Q9UBN7,KIAA0901
Q9UBN7,JM21
Q6ISB3,GRHL2
Q6ISB3,BOM
Q6ISB3,TFCP2L3
P42263,GRIA3
P42263,GLUR3
P42263,GLURC
Q6ZVF9,GPRIN3
Q6ZVF9,KIAA2027
P48058,GRIA4
P48058,GLUR4
Q9P035,HACD3
Q9P035,BIND1
Q9P035,PTPLAD1
Q8IV36,HID1
Q8IV36,C17orf28
Q8IV36,DMC1
A4D0S4,LAMB4
P08397,HMBS
P08397,PBGD
P08397,UPS
Q5T8I9,HENMT1
Q5T8I9,C1orf59
Q15034,HERC3
Q15034,KIAA0032
P01854,IGHE
P27930,IL1R2
P27930,IL1RB
Q9UHF5,IL17B
Q9UHF5,IL20
Q9UHF5,NIRF
Q9UHF5,ZCYTO7
Q9UHF5,UNQ516/PRO1031
P01584,IL1B
P01584,IL1F2
P01876,IGHA1
P29460,IL12B
P29460,NKSF2
Q6UWQ7,IGFL2
Q6UWQ7,UNQ645/PRO1275
P01860,IGHG3
Q14626,IL11RA
B1ANH7,IBA57-DT
B1ANH7,C1orf148
B1ANH7,IBA57-AS1
P18564,ITGB6
Q9HCI6,KIAA1586
Q04695,KRT17
P05412,JUN
P78385,KRT83
P78385,KRTHB3
O75164,KDM4A
O75164,JHDM3A
O75164,JMJD2
O75164,JMJD2A
O75164,KIAA0677
Q9H008,LHPP
Q6P5S2,LEG1
Q6P5S2,C6orf58
Q5T7P2,LCE1A
Q5T7P2,LEP1
Q5TA79,LCE2A
Q5TA79,LEP9
Q8IWV1,LAX1
Q8IWV1,LAX
Q5T700,LDLRAD1
A6NHZ5,LRRC14B
Q8N456,LRRC18
Q8N456,UNQ9338/PRO34010
Q8IWT6,LRRC8A
Q8IWT6,KIAA1437
Q8IWT6,LRRC8
Q8IWT6,SWELL1
Q8IWT6,UNQ221/PRO247
Q9Y2L9,LRCH1
Q9Y2L9,CHDC1
Q9Y2L9,KIAA1016
P48449,LSS
P48449,OSC
Q8IV03,LURAP1L
Q8IV03,C9orf150
Q8IV03,HYST0841
O75019,LILRA1
O75019,LIR6
Q717R9,CYS1
Q7L014,DDX46
Q7L014,KIAA0801
Q9NUI1,DECR2
Q9NUI1,PDCR
Q9NUI1,SDR17C1
Q30KR1,DEFB109B
Q30KR1,DEFB109P1B
Q5HYR2,DMRTC1;
Q5HYR2,DMRTC1B
Q9Y2H0,DLGAP4
Q9Y2H0,DAP4
Q9Y2H0,KIAA0964
Q9Y2H0,SAPAP4
Q86SQ9,DHDDS
Q86SQ9,HDS
Q96HU8,DIRAS2
Q9UBP4,DKK3
Q9UBP4,REIC
Q9UBP4,UNQ258/PRO295
Q9UBT3,DKK4
Q9BTV6,DPH7
Q9BTV6,C9orf112
Q9BTV6,WDR85
O94907,DKK1
O94907,UNQ492/PRO1008
Q4G0W2,DUSP28
P20800,EDN2
P0CJ90,DUX4L7
O75319,DUSP11
O75319,PIR1
A8MWY0,ELAPOR2
A8MWY0,EIG121L
A8MWY0,KIAA1324L
Q6UXG2,ELAPOR1
Q6UXG2,EIG121
Q6UXG2,KIAA1324
Q6UXG2,UNQ2426/PRO4985
Q99814,EPAS1
Q99814,BHLHE73
Q99814,HIF2A
Q99814,MOP2
Q99814,PASD2
Q9H2F5,EPC1
Q9HB65,ELL3
O00303,EIF3F
O00303,EIF3S5
Q17RN3,FAM98C
Q56NI9,ESCO2
P07992,ERCC1
Q9BS26,ERP44
Q9BS26,KIAA0573
Q9BS26,TXNDC4
Q9BS26,UNQ532/PRO1075
Q86YD7,FAM90A1
Q92520,FAM3C
Q92520,ILEI
Q92520,GS3786
Q96CN4,EVI5L
Q9Y2M0,FAN1
Q9Y2M0,KIAA1018
Q9Y2M0,MTMR15
Q5T9C2,FAM102A
Q5T9C2,C9orf132
Q5T9C2,EEIG1
Q96KR6,FAM210B
Q96KR6,C20orf108
Q96KR6,PSEC0265
Q7L5A3,FAM214B
Q7L5A3,KIAA1539
Q4G0N7,FAM229B
Q4G0N7,C6orf225
O60825,PFKFB2
Q99645,EPYC
Q99645,DSPG3
Q99645,PGLB
Q99645,SLRR3B
Q6P179,ERAP2
Q6P179,LRAP
Q8N8J7,FAM241A
Q8N8J7,C4orf32
Q0JRZ9,FCHO2
Q9UGM5,FETUB
Q9UBX5,FBLN5
Q9UBX5,DANCE
